,0
230,The Prince and Princess of Wales hired Norland nanny Maria Barrallo (pictured in 2015) when Prince George was just a few months old. Graduates of Norland often wear the institute's traditional beige uniform with a matching tie and felt hat
231,"A Victor Edelstein dress (pictured) worn by Diana, Princess of Wales, has been sold for $604,800 in an auction at Sotheby's New York salesroom"
232,Kate Middleton enjoys a pint of Guinness at the company's Storehouse Gravity Bar during a visit to Dublin with Prince William in 2020
233,"The Princess of Wales, 41, showed she was the queen of thrifty fashion yesterday as she rewore her favourite pair of £18 earrings to volunteer at a foodbank in Windso"
234,"The Princess of Wales has said she is 'absolutely determined' to change attitudes to the development of children during the early years of their lives in an open letter, released with two images of Kate (pictured) visiting and talking to children"
235,"Kate Middleton (centre) introduces her daughter Princess Charlotte of Cambridge (left) to The Archbishop of Canterbury Justin Welby (right) during a Service of Thanksgiving for Prince Philip, Duke of Edinburgh, at Westminster Abbey on March 29, 2022"
236,"Revealed: The Princess of Wales's first home, a four-bedroom semi-detached house in Bradfield Southend, Berkshire"
237,"Revealed: The Princess of Wales's first home, a four-bedroom semi-detached house in Bradfield Southend, Berkshire"
238,Photos launching the awareness-raising campaign show the Princess of Wales (pictured) wearing £79  gold hoop earrings by Welsh female designer Hayley Jones
239,Are you classic and controlled like the Princess of Wales?
240,"The Princess of Wales, 41, (pictured) re-wore a pair of CHALK regency earrings, £75,  for an event at BAFTA in London tonight"
241,"Kate Middleton, 41, was accompanied by her husband the Prince of Wales , 40, attended a star-studded event tonight at BAFTA in central London"
242,The Princess of Wales made a stylish splash in a red trouser suit as she launched the next stage of her campaign to shine a spotlight on the crucial 'early years' of childhood
243,The Princess of Wales (pictured) looked confident as she made her way into the event at BAFTA accompanied by her husband the Prince of Wales
244,The Princess of Wales laughs as she speaks with event attendees Sol Lovemore (centre) and Fearne Cotton (right)
245,"Speaking out: The late Diana, Princess of Wales ' former butler announced the news during an appearance on Monday's edition of Lorraine"
246,"The Princess of Wales' mother, who lives in Berkshire with her husband Michael and is turning 68 tomorrow, said she felt January had 'flown by'"
247,"Speaking out: The late Diana, Princess of Wales ' former butler announced the news during an appearance on Monday's edition of Lorraine"
248,The Princess of Wales has been supported by her husband ahead of the launch of her early years campaign - but joked Valentine's Day roses from Prince William may not happen
249,The Princess of Wales
250,The Princess of Wales
251,"The Princess of Wales pictured touring the iconic market in Leeds this morning. She wore a longline green coat, dark brown suede boots and a cream dress"
252,The Princess of Wales styled her hair in a bouncy blow-dry and opted for a brown smokey eye for this afternoon's engagement
253,The Princess of Wales speaks with vendors who have worked at the market for over 30 years and members of the public about their reflections on the film
254,The Princess of Wales
255,The Princess of Wales
256,The Princess of Wales pictured arriving at the University of Leeds where she attended a 'Psychological Approaches to Understanding and Supporting Children's Learning' lecture
257,This is the sweet moment the Princess of Wales calmed a man's nerves as he asked her for a selfie during her visit to Leeds this morning
258,"The Princess of Wales visited Leeds this morning to mark the official launch of her Shaping Us campaign, which focuses on the early childhood years"
259,The Princess of Wales
260,The Princess of Wales
261,The Princess of Wales was all smiles as she spoke with staff at Kirkgate Market. She paired her cream dress with an emerald green Alexander McQueen coat and gold hoop earrings
262,"The Princess of Wales pictured touring the market in Leeds this morning. She wore a longline green coat, dark brown suede boots and a cream dress"
263,The Princess of Wales styled her hair in a bouncy blow-dry and opted for a brown smokey eye for this afternoon's engagement
264,The Princess of Wales speaks with vendors who have worked at the market for over 30 years and members of the public about their reflections on the film
265,The Princess of Wales
266,The Princess of Wales
267,This is the moment the Princess of Wales heard a wolf whistle aimed at her today in Leeds
268,"The Princess of Wales in Kirkgate Market in Leeds, West Yorkshire, for the launch of the Shaping Us campaign"
269,"The Princess of Wales pictured touring the iconic market in Leeds this morning. She wore a longline green coat, dark brown suede boots and a cream dress"
270,The Princess of Wales was all smiles as she spoke with staff at Kirkgate Market. She paired her cream dress with an emerald green Alexander McQueen coat and gold hoop earrings
271,The Princess of Wales
272,The Princess of Wales
273,The Princess of Wales styled her hair in a bouncy blow-dry and opted for a brown smokey eye for this afternoon's engagement
274,The Princess of Wales speaks with vendors who have worked at the market for over 30 years and members of the public about their reflections on the film
275,"The Princess of Wales pictured waving to a young royal fan ahead of the launch of her new campaign, which focuses on the early childhood years"
276,The Princess of Wales
277,The Princess of Wales
278,The Princess of Wales pictured arriving at Kirkgate Market in Leeds this morning. She politely ignored a wolf whistle from an adoring royal fan
279,The Princess of Wales teamed her emerald coat with a pair of dark brown suede boots as she arrived at Kirkgate Market in Leeds this morning
280,The Princess of Wales was elegant in an emerald blazer today as she appeared in a new video to launch her new campaign to shine a spotlight on the crucial 'early years' of childhood
281,The Princess of Wales arriving at Leeds University in a cream knitted belted dress with brown suede boots
282,"Yesterday, the Princess of Wales visited Leeds to celebrate the launch of her new campaign Shaping Us"
283,The Princess of Wales
284,The Princess of Wales
285,The Princess of Wales is undertaking engagements in London and Leeds this week as part of the launch of the Shaping Us campaign to raise awareness of the unique importance of early childhood
286,"The Princess of Wales visited Leeds this morning to mark the official launch of her Shaping Us campaign, which focuses on the early childhood years"
287,"A campaign video for the The Princess of Wales' Shaping Us campaign, which is raising awareness of the importance of early childhood, is played at Piccadilly Circus in London"
288,The Princess of Wales was all smiles as she spoke with staff at Kirkgate Market. She paired her cream dress with an emerald green Alexander McQueen coat and gold hoop earrings
289,The Princess of Wales
290,The Princess of Wales
291,"The Princess of Wales pictured touring the market in Leeds this morning. She wore a longline green coat, dark brown suede boots and a cream dress"
292,The Princess of Wales styled her hair in a bouncy blow-dry and opted for a brown smokey eye for this afternoon's engagement
